Authors	Title	Journal	deconfounding	deconfounding level	Age	Sex_Gender	Scan_related	Biological_physiological	Clinical_psychological	Other	Not_specified	notes deconfounding 
Li, JL and Huang, ML and Pan, F and Li, Z and Shen, Z and Jin, KY and Zhao, HY and Lu, SJ and Shang, DS and Xu, Y and Wang, JH and Li, Junle and Huang, Manli and Pan, Fen and Li, Zhen and Shen, Zhe and Jin, Kangyu and Zhao, Haoyang and Lu, Shaojia and Shang, Desheng and Xu, Yi and Wang, Jinhui	Aberrant Development of Cross-Frequency Multiplex Functional Connectome in First-Episode, Drug-Naive Major Depressive Disorder and Schizophrenia	BRAIN CONNECTIVITY	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion, linear detrending), physiological (band-pass filtering, nuisance covariate regression, global signal regression) after: sex, scan related (motion), other (education)
Mash, LE and Linke, AC and Gao, YFF and Wilkinson, M and Olson, MA and Keehn, RJJ and Mueller, RA and Mash, Lisa E. and Linke, Annika C. and Gao, Yangfeifei and Wilkinson, Molly and Olson, Michael A. and Keehn, R. Joanne Jao and Mueller, Ralph-Axel	Blood Oxygen Level-Dependent Lag Patterns Differ Between Rest and Task Conditions, but Are Largely Typical in Autism	BRAIN CONNECTIVITY	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band pass filtering).  after: biological/physiological (evaluated relation with potential confounder ATT).  
Reardon, AM and Li, KM and Langley, J and Hu, XPP and Reardon, Alexandra M. and Li, Kaiming and Langley, Jason and Hu, Xiaoping P.	Subtyping Autism Spectrum Disorder Via Joint Modeling of Clinical and Connectomic Profiles	BRAIN CONNECTIVITY	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological (nuisance regression, band pass filtering). after: age, sex, clinical (comorbidity status, medication status), other (scan site). evaluated group differences  
Blanchett, R and Chen, YY and Aguate, F and Xia, K and Cornea, E and Burt, SA and de Los Campos, G and Gao, W and Gilmore, JH and Knickmeyer, RC and Blanchett, Reid and Chen, Yuanyuan and Aguate, Fernando and Xia, Kai and Cornea, Emil and Burt, S. Alexandra and de Los Campos, Gustavo and Gao, Wei and Gilmore, John H. and Knickmeyer, Rebecca C.	Genetic and environmental factors influencing neonatal resting-state functional connectivity	CEREBRAL CORTEX	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filter, global signal regression) after: scan related (motion, scanner effects), sex
Folvik, L and Sneve, MH and Ness, HT and Vidal-Pineiro, D and Raud, L and Geier, OM and Walhovd, KB and Fjell, AM and Folvik, Line and Sneve, Markus H. and Ness, Hedda T. and Vidal-Pineiro, Didac and Raud, Liisa and Geier, Oliver M. and Walhovd, Kristine B. and Fjell, Anders M.	Sustained upregulation of widespread hippocampal-neocortical coupling following memory encoding	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological/biological (band-pass filter, ROI size differences across participants) after: scan related (motion)
Horien, C and Greene, AS and Shen, XL and Fortes, D and Brennan-Wydra, E and Banarjee, C and Foster, R and Donthireddy, V and Butler, M and Powell, K and Vernetti, A and Mandino, F and O'Connor, D and Lake, EMR and McPartland, JC and Volkmar, FR and Chun, M and Chawarska, K and Rosenberg, MD and Scheinost, D and Constable, RT and Horien, Corey and Greene, Abigail S. and Shen, Xilin and Fortes, Diogo and Brennan-Wydra, Emma and Banarjee, Chitra and Foster, Rachel and Donthireddy, Veda and Butler, Maureen and Powell, Kelly and Vernetti, Angelina and Mandino, Francesca and O'Connor, David and Lake, Evelyn M. R. and McPartland, James C. and Volkmar, Fred R. and Chun, Marvin and Chawarska, Katarzyna and Rosenberg, Monica D. and Scheinost, Dustin and Constable, R. Todd	A generalizable connectome-based marker of in-scan sustained attention in neurodiverse youth	CEREBRAL CORTEX	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, MRI-related drift), physiological (global signal regression) after: scan related (motion), age (in additional analysis), sex (in additional analysis)
Huang, ZY and Gao, WJ and Wu, ZW and Li, G and Nie, JX and Huang, Ziyi and Gao, Wenjian and Wu, Zhengwang and Li, Gang and Nie, Jingxin	Functional brain activity is highly associated with cortical myelination in neonates	CEREBRAL CORTEX	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (high-pass and band-pass filtering, global signal regression) after: age (birth age), biological (birth weight), gender
Kieckhaefer, C and Schilbach, L and Bzdok, D and Kieckhaefer, Carolin and Schilbach, Leonhard and Bzdok, Danilo	Social belonging: brain structure and function is linked to membership in sports teams, religious groups, and social clubs	CEREBRAL CORTEX	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (high-pass filtering)  after: age, sex, scan related (head size, head motion, head and receiver coil position in scanner, position of scanner table), biological/physiological (BMI), other (data acquisition site, age-sex interactions) 
Kim, P and Chen, HT and Dufford, AJ and Tribble, R and Gilmore, J and Gao, W and Kim, Pilyoung and Chen, Haitao and Dufford, Alexander J. and Tribble, Rebekah and Gilmore, John and Gao, Wei	Intergenerational Neuroimaging Study: Mother-Infant Functional Connectivity Similarity and the Role of Infant and Maternal Factors	CEREBRAL CORTEX	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological (band-pass filtering, global signal regression) after: age (of mother and infant), sex (of infant), clinical/psychological (depressive symptoms), other (race, education). Corrected for these factors by performing partial correlations. 
Levakov, G and Sporns, O and Avidan, G and Levakov, Gidon and Sporns, Olaf and Avidan, Galia	Modular Community Structure of the Face Network Supports Face Recognition	CEREBRAL CORTEX	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering, global signal regression) after: age, gender. In analysis relating to behaviour
Liu, LF and Li, HH and Ren, ZT and Zhou, Q and Zhang, YX and Lu, CM and Qiu, J and Chen, H and Ding, GS and Liu, Lanfang and Li, Hehui and Ren, Zhiting and Zhou, Qi and Zhang, Yuxuan and Lu, Chunming and Qiu, Jiang and Chen, Hong and Ding, Guosheng	"The ""Two-Brain"" Approach Reveals the Active Role of Task-Deactivated Default Mode Network in Speech Comprehension"	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological/biological (high-pass filtering, nuisance regression) after: clinical/psychological (task performance, speech/listening processing time)
Liu, W and Shi, YJ and Cousins, JN and Kohn, N and Fernandez, G and Liu, Wei and Shi, Yingjie and Cousins, James N. and Kohn, Nils and Fernandez, Guillen	Hippocampal-Medial Prefrontal Event Segmentation and Integration Contribute to Episodic Memory Formation	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological/biological (high-pass filtering, timeseries shifted 3TRs to account hemodynamic response function) after: biological/physiological (hippocampal activation and connectivity pattern similarity), clinical/psychological (valence, arousal), other (perceptual features, event duration, location, music)
Majumdar, G and Yazin, F and Banerjee, A and Roy, D and Majumdar, Gargi and Yazin, Fahd and Banerjee, Arpan and Roy, Dipanjan	Emotion dynamics as hierarchical Bayesian inference in time	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological/biological (band pass filtering) during: other (subject variability, content variability, ROI-level variability, and subject sensitivity to uncertainty/valence/arousal). By performing Bayesian Hierarchical Regression modelling.
Martin, S and Williams, KA and Saur, D and Hartwigsen, G and Martin, Sandra and Williams, Kathleen A. and Saur, Dorothee and Hartwigsen, Gesa	Age-related reorganization of functional network architecture in semantic cognition	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (confounding timeseries using fMRIprep, motion), physiological/biological (confounding timeseries using fMRIprep, global signal regression) after: scan related (motion), clinical/psychological (response time), other (education)
Morin, TM and Moore, KN and Isenburg, K and Ma, WD and Stern, CE and Morin, Thomas M. and Moore, Kylie N. and Isenburg, Kylie and Ma, Weida and Stern, Chantal E.	Functional reconfiguration of task-active frontoparietal control network facilitates abstract reasoning	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological/biological (band-pass filtering, denoising with CONN toolbox) after: clinical/psychological (response time) 
Pan, LY and Mai, ZF and Wang, JH and Ma, N and Pan, Leyao and Mai, Zifeng and Wang, Jinhui and Ma, Ning	Altered vigilant maintenance and reorganization of rich-clubs in functional brain networks after total sleep deprivation	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering, global signal regression) after: scan related (motion)
Setton, R and Mwilambwe-Tshilobo, L and Girn, M and Lockrow, AW and Baracchini, G and Hughes, C and Lowe, AJ and Cassidy, BN and Li, J and Luh, WM and Bzdok, D and Leahy, RM and Ge, T and Margulies, DS and Misic, B and Bernhardt, BC and Stevens, WD and De Brigard, F and Kundu, P and Turner, GR and Spreng, RN and Setton, Roni and Mwilambwe-Tshilobo, Laetitia and Girn, Manesh and Lockrow, Amber W. and Baracchini, Giulia and Hughes, Colleen and Lowe, Alexander J. and Cassidy, Benjamin N. and Li, Jian and Luh, Wen-Ming and Bzdok, Danilo and Leahy, Richard M. and Ge, Tian and Margulies, Daniel S. and Misic, Bratislav and Bernhardt, Boris C. and Stevens, W. Dale and De Brigard, Felipe and Kundu, Prantik and Turner, Gary R. and Spreng, R. Nathan	Age differences in the functional architecture of the human brain	CEREBRAL CORTEX	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (denoising with TE-ICA) after: sex, physiological/biological (estimated whole-brain volume), other (education, site)
West, A and Hamlin, N and Frangou, S and Wilson, TW and Doucet, GE and West, Anna and Hamlin, Noah and Frangou, Sophia and Wilson, Tony W. and Doucet, Gaelle E.	Person-Based Similarity Index for Cognition and Its Neural Correlates in Late Adulthood: Implications for Cognitive Reserve	CEREBRAL CORTEX	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering)  after: physiological/biological (variation in intracranial volume (ICV))
Zhang, D and Zhou, LQ and Yang, AM and Li, SS and Chang, CQ and Liu, J and Zhou, K and Zhang, Dai and Zhou, Liqin and Yang, Anmin and Li, Shanshan and Chang, Chunqi and Liu, Jia and Zhou, Ke	A connectome-based neuromarker of nonverbal number acuity and arithmetic skills	CEREBRAL CORTEX	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering, global signal regression) after: age, gender, clinical/psychological (domain-general cognitive skills)
Zhao, YX and Wang, M and Hu, K and Wang, Q and Lou, J and Fan, LZ and Liu, B and Zhao, Yuxin and Wang, Meng and Hu, Ke and Wang, Qi and Lou, Jing and Fan, Lingzhong and Liu, Bing	The development of cortical functional hierarchy is associated with the molecular organization of prenatal/postnatal periods	CEREBRAL CORTEX	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering)  after: sex, scan related (motion)
Backner, Y and Zamir, S and Petrou, P and Paul, F and Karussis, D and Levin, N and Backner, Yael and Zamir, Sol and Petrou, Panayiota and Paul, Friedemann and Karussis, Dimitrios and Levin, Netta	Anatomical and functional visual network patterns in progressive multiple sclerosis	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological (high-pass filtering) after: age, sex, scan related (scanner type), clinical/psychological (disease type, disease severity)
Becker, M and Repantis, D and Dresler, M and Kuhn, S and Becker, Maxi and Repantis, Dimitris and Dresler, Martin and Kuehn, Simone	Cognitive enhancement: Effects of methylphenidate, modafinil, and caffeine on latent memory and resting state functional connectivity in healthy adults	HUMAN BRAIN MAPPING	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological (band-pass filtering, nuisance covariate regression)  after: clinical/psychological (stimulant treatment group), other (scan/treatment order)
DiNuzzo, M and Mascali, D and Bussu, G and Moraschi, M and Guidi, M and Macaluso, E and Mangia, S and Giove, F and DiNuzzo, Mauro and Mascali, Daniele and Bussu, Giorgia and Moraschi, Marta and Guidi, Maria and Macaluso, Emiliano and Mangia, Silvia and Giove, Federico	Hemispheric functional segregation facilitates target detection during sustained visuospatial attention	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological (high-pass filtering, nuisance covariate regression), clinical/psychological (task response time) after: age, sex, clinical/psychological (ocular dominance as measure of disease severity), other (handedness)
Du, XT and Wei, XT and Ding, H and Yu, Y and Xie, YY and Ji, Y and Zhang, Y and Chai, C and Liang, M and Li, J and Zhuo, CJ and Yu, CS and Qin, W and Du, Xiaotong and Wei, Xiaotong and Ding, Hao and Yu, Ying and Xie, Yingying and Ji, Yi and Zhang, Yu and Chai, Chao and Liang, Meng and Li, Jie and Zhuo, Chuanjun and Yu, Chunshui and Qin, Wen	Unraveling schizophrenia replicable functional connectivity disruption patterns across sites	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering)  after: age, sex 
Du, YH and He, XY and Kochunov, P and Pearlson, G and Hong, LE and Erp, TGM and Belger, A and Calhoun, VD and Du, Yuhui and He, Xingyu and Kochunov, Peter and Pearlson, Godfrey and Hong, L. Elliot and Erp, Theo G. M. and Belger, Aysenil and Calhoun, Vince D.	A new multimodality fusion classification approach to explore the uniqueness of schizophrenia and autism spectrum disorder	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	before: scan related (motion) after: age, gender, other (site)
Esposito, F and Cirillo, M and De Micco, R and Caiazzo, G and Siciliano, M and Russo, AG and Monari, C and Coppola, N and Tedeschi, G and Tessitore, A and Esposito, Fabrizio and Cirillo, Mario and De Micco, Rosa and Caiazzo, Giuseppina and Siciliano, Mattia and Russo, Andrea Gerardo and Monari, Caterina and Coppola, Nicola and Tedeschi, Gioacchino and Tessitore, Alessandro	Olfactory loss and brain connectivity after COVID-19	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (high-pass filtering, cardiac/respiration nuisance regression)  after: age, sex, scan related (motion)
Feng, AC and Luo, N and Zhao, WT and Calhoun, VD and Jiang, RT and Zhi, DM and Shi, WY and Jiang, TZ and Yu, S and Xu, Y and Liu, S and Sui, J and Feng, Aichen and Luo, Na and Zhao, Wentao and Calhoun, Vince D. and Jiang, Rongtao and Zhi, Dongmei and Shi, Weiyang and Jiang, Tianzi and Yu, Shan and Xu, Yong and Liu, Sha and Sui, Jing	Multimodal brain deficits shared in early-onset and adult-onset schizophrenia predict positive symptoms regardless of illness stage	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	before: scan related (motion) after: age, sex, scan related (motion, scanner type), other (site)
Guardia, T and Geerligs, L and Tsvetanov, KA and Ye, R and Campbell, KL and Guardia, Tiago and Geerligs, Linda and Tsvetanov, Kamen A. and Ye, Rong and Campbell, Karen L.	The role of the arousal system in age-related differences in cortical functional network architecture	HUMAN BRAIN MAPPING	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological/biological (high pass filtering), clinical/psychological (vascular health) after: scan related (motion), clinical/psychological (vascular health), other (education, mean connectivity (across regions and within each network))
Guo, J and Jiang, ZY and Liu, XY and Li, HR and Biswal, BB and Zhou, B and Sheng, W and Gao, Q and Chen, H and Fan, YS and Zhu, WY and Wang, J and Chen, HF and Liu, C and Guo, Jing and Jiang, Zhouyu and Liu, Xinyuan and Li, Haoru and Biswal, Bharat B. and Zhou, Bo and Sheng, Wei and Gao, Qing and Chen, Hui and Fan, Yunshuang and Zhu, Wenyan and Wang, Jian and Chen, Huafu and Liu, Chen	Cerebello-cerebral resting-state functional connectivity in spinocerebellar ataxia type 3	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: age (sample matching), sex (sample matching), scan related (motion), physiological (band-pass filtering, nuisance covariate regression) after: age, sex, scan related (motion), other(education)
Hu, B and Yu, Y and Yan, LF and Qi, GQ and Wu, D and Li, YT and Shi, AP and Liu, CX and Shang, YX and Li, ZY and Cui, GB and Wang, W and Hu, Bo and Yu, Ying and Yan, Lin-Feng and Qi, Guo-Qing and Wu, Dong and Li, Yu-Ting and Shi, An-Ping and Liu, Chen-Xi and Shang, Yu-Xuan and Li, Ze-Yang and Cui, Guang-Bin and Wang, Wen	Intersubject correlation analysis reveals the plasticity of cerebral functional connectivity in the long-term use of social media	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (high-pass filtering, nuisance covariate regression, global signal regression)  after: age, physiological/biological (BMI), other (chatting, TV watching, playing games, other activities on phone (instead of social media, which was variable of interest))
Kaiser, A and Broeder, C and Cohen, J and Douw, L and Reneman, L and Schrantee, A and Kaiser, Antonia and Broeder, Caroline and Cohen, Jessica and Douw, Linda and Reneman, Liesbeth and Schrantee, Anouk	Effects of a single-dose methylphenidate challenge on resting-state functional connectivity in stimulant-treatment naive children and adults with ADHD	HUMAN BRAIN MAPPING	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological/biological (high and low-pass filtering to remove respiration artifacts) after: scan related (motion), other (whole brain connectivity strength, scanner type)
Kirk, PA and Holmes, AJ and Robinson, OJ and Kirk, Peter A. and Holmes, Avram J. and Robinson, Oliver J.	Threat vigilance and intrinsic amygdala connectivity	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (global signal regression) after: age, sex, scan related (motion)
Klimova, A and Breukelaar, IA and Bryant, RA and Korgaonkar, MS and Klimova, Aleksandra and Breukelaar, Isabella A. and Bryant, Richard A. and Korgaonkar, Mayuresh S.	A comparison of the functional connectome in mild traumatic brain injury and post-traumatic stress disorder	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	before: age (sample matching), sex (sample matching), scan related (motion), physiological (band pass filtering) after: clinical/psychological (duration since trauma)
Li, L and Su, XR and Zheng, QY and Xiao, JM and Huang, XY and Chen, W and Yang, KH and Nie, L and Yang, X and Chen, HF and Shi, SL and Duan, XJ and Li, Lei and Su, Xiaoran and Zheng, Qingyu and Xiao, Jinming and Huang, Xin Yue and Chen, Wan and Yang, Kaihua and Nie, Lei and Yang, Xin and Chen, Huafu and Shi, Shengli and Duan, Xujun	Cofluctuation analysis reveals aberrant default mode network patterns in adolescents and youths with autism spectrum disorder	HUMAN BRAIN MAPPING	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (band-pass filtering)  after: gender, scan related (motion), other (site (using ComBat), IQ, handedness)
Li, QW and Zhu, WJ and Wen, XM and Zang, ZX and Da, YW and Lu, J and Li, Qianwen and Zhu, Wenjia and Wen, Xinmei and Zang, Zhenxiang and Da, Yuwei and Lu, Jie	Different sensorimotor mechanism in fast and slow progression amyotrophic lateral sclerosis	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: age (sample matching), sex (sample matching), scan related (motion), physiological (nuisance covariate regression, global signal regression) after: other (fALFF connectivity measure from separate analysis)
Li, YM and Liu, H and Yu, HM and Yang, HG and Guo, MR and Cao, CH and Pang, HZ and Liu, Y and Cao, KQ and Fan, GG and Li, Yingmei and Liu, Hu and Yu, Hongmei and Yang, Huaguang and Guo, Miaoran and Cao, Chenghao and Pang, Huize and Liu, Yu and Cao, Kaiqiang and Fan, Guoguang	Alterations of voxel-wise spontaneous activity and corresponding brain functional networks in multiple system atrophy patients with mild cognitive impairment	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: age (sample matching), gender (sample matching), other (eduction (sample matching)), scan related (motion), physiological (nuisance covariate regression, global signal regression) after: age, gender, clinical/psychological (disease duration, levodopa equivalent dose), other (education)
Liu, CY and Tao, R and Qin, L and Matthews, S and Siok, WT and Liu, Chun Yin and Tao, Ran and Qin, Lang and Matthews, Stephen and Siok, Wai Ting	Functional connectivity during orthographic, phonological, and semantic processing of Chinese characters identifies distinct visuospatial and phonosemantic networks	HUMAN BRAIN MAPPING	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological/biological (temporal filtering for denoising) after: sex (tested group differences)
Loukas, S and Lordier, L and Meskaldji, DE and Filippa, M and de Almeida, JS and Van de Ville, D and Huppi, PS and Loukas, Serafeim and Lordier, Lara and Meskaldji, Djalel-Eddine and Filippa, Manuela and de Almeida, Joana Sa and Van de Ville, Dimitri and Hueppi, Petra S.	Musical memories in newborns: A resting-state functional connectivity study	HUMAN BRAIN MAPPING	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological/biological (nuisance covariate regression, band pass filtering) after: other (effect of listening to music for the first time)
Mori, K and Haruno, M and Mori, Kazuma and Haruno, Masahiko	Resting functional connectivity of the left inferior frontal gyrus with the dorsomedial prefrontal cortex and temporoparietal junction reflects the social network size for active interactions	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological/biological (nuisance covariate regression, band pass filtering) after: age, gender, clinical/psychological (symptom severity scores for alcohol and nicotine use), other (year, SES)
Niu, Y and Sun, J and Wang, B and Yang, YL and Wen, X and Xiang, J and Niu, Yan and Sun, Jie and Wang, Bin and Yang, Yanli and Wen, Xin and Xiang, Jie	Trajectories of brain entropy across lifetime estimated by resting state functional magnetic resonance imaging	HUMAN BRAIN MAPPING	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, signal drift)  after: physiological/biological (GM and CSF volume)
Qi, SL and Silva, RF and Zhang, DQ and Plis, SM and Miller, R and Vergara, VM and Jiang, RT and Zhi, DM and Sui, J and Calhoun, VD and Qi, Shile and Silva, Rogers F. and Zhang, Daoqiang and Plis, Sergey M. and Miller, Robyn and Vergara, Victor M. and Jiang, Rongtao and Zhi, Dongmei and Sui, Jing and Calhoun, Vince D.	Three-way parallel group independent component analysis: Fusion of spatial and spatiotemporal magnetic resonance imaging data	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	before: age (sample matching), gender (sample matching), scan related (motion) after: age, gender, other (site)
Smith, JL and Trofimova, A and Ahluwalia, V and Garrido, JJC and Hurtado, J and Frank, R and Hodge, A and Gore, RK and Allen, JW and Smith, Jeremy L. and Trofimova, Anna and Ahluwalia, Vishwadeep and Garrido, Jose J. Casado and Hurtado, Julia and Frank, Rachael and Hodge, April and Gore, Russell K. and Allen, Jason W.	"The ""vestibular neuromatrix"": A proposed, expanded vestibular network from graph theory in post-concussive vestibular dysfunction"	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological/biological (band pass filtering)  after: age, clinical/psychological (days since injury)
Thome, J and Steinbach, R and Grosskreutz, J and Durstewitz, D and Koppe, G and Thome, Janine and Steinbach, Robert and Grosskreutz, Julian and Durstewitz, Daniel and Koppe, Georgia	Classification of amyotrophic lateral sclerosis by brain volume, connectivity, and network dynamics	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: age (sample matching), scan related (motion), physiological/biological (band pass filtering) during: physiological/biological (regressors of no interest to remove cardiac and respiration artifacts) after: age
Wang, YY and Wang, CH and Wei, Y and Miao, PF and Liu, JC and Wu, LB and Li, Z and Li, X and Wang, KY and Cheng, JL and Wang, Yingying and Wang, Caihong and Wei, Ying and Miao, Peifang and Liu, Jingchun and Wu, Luobing and Li, Zhen and Li, Xin and Wang, Kaiyu and Cheng, Jingliang	Abnormal functional connectivities patterns of multidomain cognitive impairments in pontine stroke patients	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	before: age (sample matching), sex (sample matching), other (eduction (sample matching)), scan related (motion) after: age, sex, scan related (motion), other (education)
Weiler, M and Casseb, RF and de Campos, BM and Crone, JS and Lutkenhoff, ES and Vespa, PM and Monti, MM and Weiler, Marina and Casseb, Raphael F. and de Campos, Brunno M. and Crone, Julia S. and Lutkenhoff, Evan S. and Vespa, Paul M. and Monti, Martin M. and EpiBioS4Rx Study Grp	Evaluating denoising strategies in resting-state functional magnetic resonance in traumatic brain injury (EpiBioS4Rx)	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological (band-pass filtering, removal of cardiac/respiration artifacts using nuisance covariate regression). Compared many nuisance regression approaches after: age, gender, clinical/psychological (days since injury, disease severity)
Wu, HT and Zhou, C and Bai, XQ and Liu, XC and Chen, JW and Wen, JQ and Guo, T and Wu, JJ and Guan, XJ and Gao, T and Gu, LY and Huang, PY and Xu, XJ and Zhang, BR and Zhang, MM and Wu, Haoting and Zhou, Cheng and Bai, Xueqin and Liu, Xiaocao and Chen, Jingwen and Wen, Jiaqi and Guo, Tao and Wu, Jingjing and Guan, Xiaojun and Gao, Ting and Gu, Luyan and Huang, Peiyu and Xu, Xiaojun and Zhang, Baorong and Zhang, Minming	Identifying a whole-brain connectome-based model in drug-naive Parkinson's disease for predicting motor impairment	HUMAN BRAIN MAPPING	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (band-pass filtering, nuisance covariate regression) after: other (network size variations between individuals)
Zhukovsky, P and Coughlan, G and Buckley, R and Grady, C and Voineskos, AN and Zhukovsky, Peter and Coughlan, Gillian and Buckley, Rachel and Grady, Cheryl and Voineskos, Aristotle N. N.	Connectivity between default mode and frontoparietal networks mediates the association between global amyloid-beta and episodic memory	HUMAN BRAIN MAPPING	Multiple	Multiple	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	before: scan related (motion) after: age, sex, scan related (motion (root mean square realignment, calculated during data preprocessing))
