Authors	Title	Journal	Abstract	sample_size	patients	healthy	comments	network_size_nodes	network size networks	association	modelling	inclusion_strategy	weighted	deconfounding	deconfounding_level	notes deconfounding 	exclude	reason	questions deconfounding	comments	feedback	Seed based or PPI?	Anouk	Linda	threshold used
Wu, X and Lu, XJ and Zhang, HJ and Wang, X and Kong, YZ and Hu, L and Wu, Xiao and Lu, Xuejing and Zhang, Huijuan and Wang, Xiao and Kong, Yazhuo and Hu, Li	The association between ballroom dance training and empathic concern: Behavioral and brain evidence	HUMAN BRAIN MAPPING	Dance is unique in that it is a sport and an art simultaneously. Beyond improving sensorimotor functions, dance training could benefit high-level emotional and cognitive functions. Duo dances also confer the possibility for dancers to develop the abilities to recognize, understand, and share the thoughts and feelings of their dance partners during the long-term dance training. To test this possibility, we collected high-resolution structural and resting-state functional magnetic resonance imaging (MRI) data from 43 expert-level ballroom dancers (a model of long-term exposure to duo dance training) and 40 age-matched and sex-matched nondancers, and measured their empathic ability using a self-report trait empathy scale. We found that ballroom dancers showed higher scores of empathic concern (EC) than controls. The EC scores were positively correlated with years with dance partners but negatively correlated with the number of dance partners for ballroom dancers. These behavioral results were supported by the structural and functional MRI data. Structurally, we observed that the gray matter volumes in the subgenual anterior cingulate cortex (ACC) and EC scores were positively correlated. Functionally, the connectivity between ACC and occipital gyrus was positively correlated with both EC scores and years with dance partners. In addition, the relationship between years with dance partners and EC scores was indirect-only mediated by the ACC-occipital gyrus functional connectivity. Therefore, our findings provided solid evidence for the close link between long-term ballroom dance training and empathy, which deepens our understanding of the neural mechanisms underlying this phenomenon.														yes	wrong outcome (analysis)		- voxel-wise FC  - 10 nodes based on fig 2  - no mention of thresholding, correlation type		seed-based			
Stewart, HJ and Cash, EK and Hunter, LL and Maloney, T and Vannest, J and Moore, DR and Stewart, Hannah J. and Cash, Erin K. and Hunter, Lisa L. and Maloney, Thomas and Vannest, Jennifer and Moore, David R.	Speech cortical activation and connectivity in typically developing children and those with listening difficulties	NEUROIMAGE-CLINICAL	Listening difficulties (LiD) in people who have normal audiometry are a widespread but poorly understood form of hearing impairment. Recent research suggests that childhood LiD are cognitive rather than auditory in origin. We examined decoding of sentences using a novel combination of behavioral testing and fMRI with 43 typically developing children and 42 age matched (6-13 years old) children with LiD, categorized by caregiver report (ECLiPS). Both groups had clinically normal hearing. For sentence listening tasks, we found no group differences in fMRI brain cortical activation by increasingly complex speech stimuli that progressed in emphasis from phonology to intelligibility to semantics. Using resting state fMRI, we examined the temporal connectivity of cortical auditory and related speech perception networks. We found significant group differences only in cortical connections engaged when processing more complex speech stimuli. The strength of the affected connections was related to the children's performance on tests of dichotic listening, speech-in-noise, attention, memory and verbal vocabulary. Together, these results support the novel hypothesis that childhood LiD reflects difficulties in language rather than in auditory or phonological processing.	81	42	39	NA	20	3	full correlation	individual	yes (thresholding)	yes	Multiple	Multiple	before: age (sample matching), scan related (motion), physiological (nuisance covariate regression to remove cardiac/respiration artifacts, high-pass filtering) after: age	no			- 3 networks of 16,        20, 24 nodes respectively; averaged for network size  					
Yamamoto, M and Bagarinao, E and Shimamoto, M and Iidaka, T and Ozaki, N and Yamamoto, Maeri and Bagarinao, Epifanio and Shimamoto, Masanori and Iidaka, Tetsuya and Ozaki, Norio	Involvement of cerebellar and subcortical connector hubs in schizophrenia	NEUROIMAGE-CLINICAL	Background: Schizophrenia is considered a brain connectivity disorder in which functional integration within the brain fails. Central to the brain's integrative function are connector hubs, brain regions characterized by strong connections with multiple networks. Given their critical role in functional integration, we hypothesized that connector hubs, including those located in the cerebellum and subcortical regions, are severely impaired in patients with schizophrenia. Methods: We identified brain voxels with significant connectivity alterations in patients with schizophrenia (n = 76; men = 43) compared to healthy controls (n = 80; men = 43) across multiple large-scale resting state net-works (RSNs) using a network metric called functional connectivity overlap ratio (FCOR). From these voxels, candidate connector hubs were identified and verified using seed-based connectivity analysis. Results: We found that most networks exhibited connectivity alterations in the patient group. Specifically, connectivity with the basal ganglia and high visual networks was severely affected over widespread brain areas in patients, affecting subcortical and cerebellar regions and the regions involved in visual and sensorimotor processing. Furthermore, we identified critical connector hubs in the cerebellum, midbrain, thalamus, insula, and calcarine with connectivity to multiple RSNs affected in the patients. FCOR values of these regions were also associated with clinical data and could classify patient and control groups with > 80 % accuracy. Conclusions: These findings highlight the critical role of connector hubs, particularly those in the cerebellum and subcortical regions, in the pathophysiology of schizophrenia and the potential role of FCOR as a clinical biomarker for the disorder.														yes	wrong outcome (analysis)		"- association type: FCOR value ""The voxel’s FCOR value was estimated as the spatial extent (number of voxels) of the overlap between the constructed FC map and a reference RSN template divided by the number of voxels comprising the RSN template..."" - whole-brain seed based analysis with 14 seeds  - edge selection: no mention"					
Yan, YC and Hulbert, JC and Zhuang, KX and Liu, W and Wei, DT and Qiu, J and Anderson, MC and Yang, WJ and Yan, Yuchi and Hulbert, Justin C. and Zhuang, Kaixiang and Liu, Wei and Wei, Dongtao and Qiu, Jiang and Anderson, Michael C. and Yang, Wenjing	Reduced hippocampal-cortical connectivity during memory suppression predicts the ability to forget unwanted memories	CEREBRAL CORTEX	The ability to suppress unwelcome memories is important for productivity and well-being. Successful memory suppression is associated with hippocampal deactivations and a concomitant disruption of this region's functionality. Much of the previous neuroimaging literature exploring such suppression-related hippocampal modulations has focused on the region's negative coupling with the prefrontal cortex. Task-based changes in functional connectivity between the hippocampus and other brain regions still need further exploration. In the present study, we utilize psychophysiological interactions and seed connectome-based predictive modeling to investigate the relationship between the hippocampus and the rest of the brain as 134 participants attempted to suppress unwanted memories during the Think/No-Think task. The results show that during retrieval suppression, the right hippocampus exhibited decreased functional connectivity with visual cortical areas (lingual and cuneus gyrus), left nucleus accumbens and the brain-stem that predicted superior forgetting of unwanted memories on later memory tests. Validation tests verified that prediction performance was not an artifact of head motion or prediction method and that the negative features remained consistent across different brain parcellations. These findings suggest that systemic memory suppression involves more than the modulation of hippocampal activity-it alters functional connectivity patterns between the hippocampus and visual cortex, leading to successful forgetting.														yes	wrong outcome (analysis)		#NAAM?		PPI			
Yang, WH and Zhang, M and Tang, F and Du, YY and Fan, L and Luo, J and Yan, C and Wang, SC and Zhang, J and Yuan, K and Liu, J and Yang, Wenhan and Zhang, Min and Tang, Fei and Du, Yanyao and Fan, Li and Luo, Jing and Yan, Cui and Wang, Shicong and Zhang, Jun and Yuan, Kai and Liu, Jun	Recovery of superior frontal gyrus cortical thickness and resting-state functional connectivity in abstinent heroin users after 8 months of follow-up	HUMAN BRAIN MAPPING	Compared with healthy controls, heroin users (HUs) show evidence of structural and functional brain alterations. However, little is known about the possibility of brain recovery after protracted heroin abstinence. The purpose of this study was to investigate whether brain recovery is possible after protracted abstinence in HUs. A total of 108 subjects with heroin addiction completed structural and functional scans, and 61 of those subjects completed 8-month follow-up scans. Resting-state data and 3D-T1 MR images were collected for all participants, first at baseline and again after 8 months. Cognitive function and craving were measured by the Trail Making Test-A (TMT-A) and Visual Analog Scale for Craving, respectively. The cortical thickness and resting-state functional connectivity (RSFC) differences were then analyzed and compared between baseline and follow-up, and correlations were obtained between neuroimaging and behavioral changes. HUs demonstrated improved cognition (shorter TMT-A time) and reduced craving at the follow-up (HU2) relative to baseline (HU1), and the cortical thickness in the bilateral superior frontal gyrus (SFG) was significantly greater at HU2 than at HU1. Additionally, the RSFC of the left SFG with the inferior frontal gyrus (IFG), insula, and nucleus accumbens and that of the right SFG with the IFG, insula and orbitofrontal cortex (OFC) were increased at HU2. The changes in TMT-A time were negatively correlated with the RSFC changes between the left SFG and the bilateral IFG, the bilateral caudate, and the right insula. The changes in craving were negatively correlated with the RSFC changes between the left OFC and the bilateral SFG. Our results demonstrated that impaired frontal-limbic neurocircuitry can be partially restored, which might enable improved cognition as well as reduced craving in substance-abusing individuals. We provided novel scientific evidence for the partial recovery of brain circuits implicated in cognition and craving after protracted abstinence.														yes	missing information		- no information on keywords, rsFC construction was performed by using FMRIB software Library and Analysis of FUnctional Neuroimages software		no			
Yang, Y and Wang, SL and Liu, JY and Zou, GY and Jiang, J and Jiang, BH and Cao, WT and Zou, QH and Yang, Yang and Wang, Shilei and Liu, Jiayi and Zou, Guangyuan and Jiang, Jun and Jiang, Binghu and Cao, Wentian and Zou, Qihong	Changes in white matter functional networks during wakefulness and sleep	HUMAN BRAIN MAPPING	Blood oxygenation level-dependent (BOLD) signals in the white matter (WM) have been demonstrated to encode neural activities by showing structure-specific temporal correlations during resting-state and task-specific imaging of fiber pathways with various degrees of correlations in strength and time delay. Previous neuroimaging studies have shown state-dependent functional connectivity and regional amplitude of signal fluctuations in brain gray matter across wakefulness and nonrapid eye movement (NREM) sleep cycles. However, the functional characteristics of WM during sleep remain unknown. Using simultaneous electroencephalography and functional magnetic resonance imaging data during wakefulness and NREM sleep collected from 66 healthy participants, we constructed 10 stable WM functional networks using clustering analysis. Functional connectivity between these WM functional networks and regional amplitude of WM signal fluctuations across multiple low-frequency bands were evaluated. In general, decreased WM functional connectivity between superficial and middle layer WM functional networks was observed from wakefulness to sleep. In addition, functional connectivity between the deep and cerebellar networks was higher during light sleep and lower during both wakefulness and deep sleep. The regional fluctuation amplitude was always higher during light sleep and lower during deep sleep. Importantly, slow-wave activity during deep sleep negatively correlated with functional connectivity between WM functional networks but positively correlated with fluctuation strength in the WM. These observations provide direct physiological evidence that neural activities in the WM are modulated by the sleep-wake cycle. This study provided the initial mapping of functional changes in WM during sleep.														yes	wrong outcome (acquisition)		- construct white matter FC networks, exclude?  		no			
Yang, YF and Sun, YQ and Zhang, YL and Jin, XY and Li, Z and Ding, ML and Shi, H and Liu, Q and Zhang, LW and Su, X and Shao, ML and Song, M and Zhang, Y and Li, WQ and Yue, WH and Liu, B and Lv, LX and Yang, Yongfeng and Sun, Yuqing and Zhang, Yuliang and Jin, Xueyan and Li, Zheng and Ding, Minli and Shi, Han and Liu, Qing and Zhang, Luwen and Su, Xi and Shao, Minglong and Song, Meng and Zhang, Yan and Li, Wenqiang and Yue, Weihua and Liu, Bing and Lv, Luxian	Abnormal patterns of regional homogeneity and functional connectivity across the adolescent first-episode, adult first-episode and adult chronic schizophrenia	NEUROIMAGE-CLINICAL	Functional deficits in schizophrenia (SZ) are observed prior to the onset of psychosis and differ at different stages of SZ. However, there is a paucity of studies focused on adolescent first-episode SZ (AOS), adult first-episode SZ (AFES), and adult chronic SZ (CHSZ). In this study, we investigated regional activity and corresponding func-tional connectivity alterations that have aimed to compare the three disease stages simultaneously. The subjects comprised 49 patients with AOS, 57 patients with AFES, 51 patients with CHSZ, 41 adolescent healthy controls, and 138 adult healthy controls. We compared regional homogeneity (ReHo) between patients at each disease stage with matched healthy controls. We focused on the shared brain regions that showed significant differences between SZ patients at the three different disease stages and healthy controls. Further analysis was conducted to explore whether the patterns of the whole brain functional connectivity alterations were similar. The putamen and medial frontal gyrus (MFG) showed consistently abnormal patterns in AOS, AFES, and CHSZ. Commonly decreased ReHo values in the MFG and increased ReHo values in the bilateral putamen were found in AOS, AFES, and CHSZ. Functional connectivity of MFG remained common abnormality in different SZ stage. In conclusion, ReHo abnormalities in the MFG and the putamen may be common abnormal patterns of brain function in the three different stages of SZ. The vmPFC-dlPFC FC abnormality common occurs in adolescence and adulthood.. This study may provide a more comprehensive understanding of the neurodevelopmental abnormality across the AOS, AFES, and CHSZ.														yes	wrong outcome (analysis)		#NAAM?					
Tao, Y and Tsapkini, K and Rapp, B and Tao, Yuan and Tsapkini, Kyrana and Rapp, Brenda	Inter-hemispheric synchronicity and symmetry: The functional connectivity consequences of stroke and neurodegenerative disease	NEUROIMAGE-CLINICAL	Stroke and neurodegenerative diseases differ along several dimensions, including their temporal trajectories -abrupt onset versus slow disease progression. Despite these differences, they can give rise to very similar cognitive impairments, such as specific forms of aphasia. What has been scarcely investigated, however, is the extent to which the underlying functional neuroplastic consequences are similar or different for these diseases. Here, for the first time, we directly compare changes in the brain's functional network connectivity, measured with resting-state fMRI, in stroke and progressive neurological disease. Specifically, we examined two groups of individuals with chronic post-stroke aphasia or non-fluent primary progressive aphasia, matched for their behavioral profiles and distribution of left-hemisphere damage. Using previous proposals regarding the neural functional connectivity (FC) phenotype of stroke as a starting point, we compared the two diseases in terms of homotopic FC, intra-hemispheric FC changes and also the symmetry of the FC patterns between the two hemispheres. We found, first, that progressive disease showed significantly higher levels of homotopic connectivity than neurotypical controls and, further, that stroke showed the reverse pattern. For both groups these effects were found to be behaviorally relevant. In addition, within the directly impacted left hemisphere, FC changes for the two diseases were significantly correlated. In contrast, in the right hemisphere, the FC changes differed markedly between the two groups, with the progressive disease group exhibiting rather symmetrical FC changes across the hemispheres whereas the post-stroke group showed asymmetrical FC changes across the hemispheres. These findings constitute novel evidence that the functional connectivity consequences of stroke and neurodegenerative disease can be very different despite similar behavioral outcomes and damage foci. Specifically, stroke may lead to greater independence of hemispheric responses, while neurodegenerative disease may produce more symmetrical changes across the hemispheres and more synchronized activity between the two hemispheres.	96	55	41	NA	318	NA	full correlation	individual	yes (averages of multiple runs for a single participant)	yes	Multiple	Multiple	before: gender (sample matching), clinical/psychological (aphasia profile, left-hemispheric damage distribution (all sample matching)), other (education (sample matching)), scan related (motion), physiological (nuisance covariate regression, high-pass filtering) after: scan related (motion), physiological/biological (amount of structural damage)	no			- nodes = average of following: analysis 1 (interhemispheric): 2x174 = 348, analysis 2: power atlas, with 181–234 nodes per person (varied), analysis 3: 357–470 per person  (348+181+234+357+470)/5 = 318					
Yoder, KJ and Harenski, CL and Kiehl, KA and Decety, J and Yoder, Keith J. and Harenski, Carla L. and Kiehl, Kent A. and Decety, Jean	Psychopathic traits modulate functional connectivity during pain perception and perspective-taking in female inmates	NEUROIMAGE-CLINICAL	The ability to share and understand the distress of others is critical for successful social interactions and is a fundamental building block of morality. Psychopathy is a personality disorder that includes lack of empathy and concern for others. In the present study, functional MRI was used to examine neural responses and functional connectivity associated with empathy and affective perspective-taking in female inmates (N = 109) with various levels of psychopathic traits, as measured with Psychopathy Checklist-Revised (PCL-R). Participants viewed hands and feet in painful or non-painful situations while adopting a first person or third person perspective. All participants demonstrated robust neural responses in anterior insula (aINS), anterior cingulate (ACC), temporoparietal junction (TPJ) and supplementary motor area (SMA) when viewing pain, both during imagine-self and imagine-other blocks. Psychopathy shifted the functional connectivity seeded in core nodes of the salience and social cognition networks. Perceiving stimuli depicting somatic pain led to decreased functional coupling from right temporoparietal junction to superior temporal sulcus, which correlated with scores on PCL-R Factor 1 (Affective/Interpersonal). In contrast, connectivity from right insula to precuneus increased with Factor 2 (Lifestyle/Antisocial) scores. When adopting a third-person perspective, psychopathic traits modulated connectivity from the social cognition network, but not the salience network, with Factor 1 scores associated with increased connectivity to sensorimotor cortex and temporal pole, while Factor 2 scores were associated with decreased connectivity with ACC/SMA and inferior frontal gyrus. Overall, these results demonstrate that psychopathic traits in incarcerated females are associated with atypical functional connectivity within the salience network during pain-empathy processing and within the social cognition network during affective perspective taking.														yes	wrong outcome (analysis)		- task based but analysed as gPPI - used gPPI toolbox, not much info beyond that 		PPI	ICA analysis - I thought we excluded this?		
Tinaz, S and Kamel, S and Aravala, SS and Elfil, M and Bayoumi, A and Patel, A and Scheinost, D and Sinha, R and Hampson, M and Tinaz, Sule and Kamel, Serageldin and Aravala, Sai S. and Elfil, Mohamed and Bayoumi, Ahmed and Patel, Amar and Scheinost, Dustin and Sinha, Rajita and Hampson, Michelle	Neurofeedback-guided kinesthetic motor imagery training in Parkinson's disease: Randomized trial	NEUROIMAGE-CLINICAL	Background: Parkinson's disease (PD) causes difficulty with maintaining the speed, size, and vigor of movements, especially when they are internally generated. We previously proposed that the insula is important in motivating intentional movement via its connections with the dorsomedial frontal cortex (dmFC). We demonstrated that subjects with PD can increase the right insula-dmFC functional connectivity using fMRI-based neurofeedback (NF) combined with kinesthetic motor imagery (MI). The current study is a randomized clinical trial testing whether NF-guided kinesthetic MI training can improve motor performance and increase task-based and resting-state right insula-dmFC functional connectivity in subjects with PD.Methods: We assigned nondemented subjects with mild PD (Hoehn & Yahr stage & LE; 3) to the experimental kinesthetic MI with NF (MI-NF, n = 22) and active control visual imagery (VI, n = 22) groups. Only the MI-NF group received NF-guided MI training (10-12 runs). The NF signal was based on the right insula-dmFC functional connectivity strength. All subjects also practiced their respective imagery tasks at home daily for 4 weeks. Post -training changes in 1) task-based and resting-state right insula-dmFC functional connectivity were the primary imaging outcomes, and 2) MDS-UPDRS motor exam and motor function scores were the primary and secondary clinical outcomes, respectively.Results: The MI-NF group was not significantly different from the VI group in any of the primary imaging or clinical outcome measures. The MI-NF group reported subjective improvement in kinesthetic body awareness.There was significant and comparable improvement only in motor function scores in both groups (secondary clinical outcome). This improvement correlated with NF regulation of the right insula-dmFC functional con-nectivity only in the MI-NF group. Both groups showed specific training effects in whole-brain functional con-nectivity with distinct neural circuits supporting kinesthetic motor and visual imagery (exploratory imaging outcome).Conclusions: The functional connectivity-based NF regulation was unsuccessful, however, both kinesthetic MI and VI practice improved motor function in our cohort with mild PD.	44	44	NA	NA	268	NA	full correlation	individual	not specified	yes	Multiple	Multiple	before: scan related (motion), physiological (nuisance covariate regression, band pass filtering) after: other (functional connectivity changes, site)	no			#NAAM?					
van Balkom, TD and van den Heuvel, OA and Berendse, HW and van der Werf, YD and Vriend, C and van Balkom, Tim D. and van den Heuvel, Odile A. and Berendse, Henk W. and van der Werf, Ysbrand D. and Vriend, Chris	Eight-week multi-domain cognitive training does not impact large-scale resting-state brain networks in Parkinson's disease	NEUROIMAGE-CLINICAL	There is meta-analytic evidence for the efficacy of cognitive training (CT) in Parkinson's disease (PD). We performed a randomized controlled trial where we found small positive effects of CT on executive function and processing speed in individuals with PD (n(total) = 140). In this study, we assessed the effects of CT on brain network connectivity and topology in a subsample of the full study population (n(mri) = 86). Participants were randomized into an online multi-domain CT and an active control condition and performed 24 sessions of either intervention in eight weeks. Resting-state functional MRI scans were acquired in addition to extensive clinical and neuropsychological assessments pre- and post-intervention. In line with our preregistered analysis plan (osf. io/3st82), we computed connectivity between 'cognitive' resting-state networks and computed topological outcomes at the whole-brain and sub-network level. We assessed group differences after the intervention with mixed-model analyses adjusting for baseline performance and analyzed the association between network and cognitive performance changes with repeated measures correlation analyses. The final analysis sample consisted of 71 participants (n CT = 37). After intervention there were no group differences on between-network connectivity and network topological outcomes. No associations between neural network and neuropsychological performance change were found. CT increased segregated network topology in a small sub-sample of cognitively intact participants. Post-hoc nodal analyses showed post-intervention enhanced connectivity of both the dorsal anterior cingulate cortex and dorsolateral prefrontal cortex in the CT group. The results suggest no large-scale brain network effects of eight-week computerized CT, but rather localized connectivity changes of key regions in cognitive function, that potentially reflect the specific effects of the intervention.	71	71	NA	- CT (n=34) + AC (n=37)	300	NA	coherence	individual	no	yes	Multiple	Multiple	before: scan related (motion), physiological (nuisance covariate regression) after: age, sex, other (years of education, cognitive training performance)	no			#NAAM?					
Yun, SD and Pais-Roldan, P and Palomero-Gallagher, N and Shah, NJ and Yun, Seong Dae and Pais-Roldan, Patricia and Palomero-Gallagher, Nicola and Shah, N. Jon	Mapping of whole-cerebrum resting-state networks using ultra-high resolution acquisition protocols	HUMAN BRAIN MAPPING	Resting-state functional magnetic resonance imaging (fMRI) has been used in numerous studies to map networks in the brain that employ spatially disparate regions. However, attempts to map networks with high spatial resolution have been hampered by conflicting technical demands and associated problems. Results from recent fMRI studies have shown that spatial resolution remains around 0.7 x 0.7 x 0.7 mm(3), with only partial brain coverage. Therefore, this work aims to present a novel fMRI technique that was developed based on echo-planar-imaging with keyhole (EPIK) combined with repetition-time-external (TR-external) EPI phase correction. Each technique has been previously shown to be effective in enhancing the spatial resolution of fMRI, and in this work, the combination of the two techniques into TR-external EPIK provided a nominal spatial resolution of 0.51 x 0.51 x 1.00 mm(3) (0.26 mm(3) voxel) with whole-cerebrum coverage. Here, the feasibility of using half-millimetre in-plane TR-external EPIK for resting-state fMRI was validated using 13 healthy subjects and the corresponding reproducible mapping of resting-state networks was demonstrated. Furthermore, TR-external EPIK enabled the identification of various resting-state networks distributed throughout the brain from a single fMRI session, with mapping fidelity onto the grey matter at 7T. The high-resolution functional image further revealed mesoscale anatomical structures, such as small cerebral vessels and the internal granular layer of the cortex within the postcentral gyrus.		NA	NA	NA										yes	wrong outcome (analysis)		no network constructed	EXCLUDE: they look at activation patterns in brain regions that belong to particular brain networks (e.g. the default mode network). But no functional connecivity or network is estimated. 				
Zang, ZX and Song, TB and Li, JP and Nie, BB and Mei, SS and Zhang, C and Wu, T and Zhang, YQ and Lu, J and Zang, Zhenxiang and Song, Tianbin and Li, Jiping and Nie, Binbin and Mei, Shanshan and Zhang, Chun and Wu, Tao and Zhang, Yuqing and Lu, Jie	Simultaneous PET/fMRI revealed increased motor area input to subthalamic nucleus in Parkinson's disease	CEREBRAL CORTEX	Invasive electrophysiological recordings in patients with Parkinson's disease (PD) are extremely difficult for cross-sectional comparisons with healthy controls. Noninvasive approaches for identifying information flow between the motor area and the subthalamic nucleus (STN) are critical for evaluation of treatment strategy. We aimed to investigate the direction of the cortical-STN hyperdirect pathway using simultaneous F-18-FDG-PET/functional magnetic resonance imaging (fMRI). Data were acquired during resting state on 34 PD patients and 25 controls. The ratio of standard uptake value for PET images and the STN functional connectivity (FC) maps for fMRI data were generated. The metabolic connectivity mapping (MCM) approach that combines PET and fMRI data was used to evaluate the direction of the connectivity. Results showed that PD patients exhibited both increased FDG uptake and STN-FC in the sensorimotor area (P-FDR < 0.05). MCM analysis showed higher cortical-STN MCM value in the PD group (F = 6.63, P = 0.013) in the left precentral gyrus. There was a high spatial overlap between the increased glucose metabolism and increased STN-FC in the sensorimotor area in PD. The MCM approach further revealed an exaggerated cortical input to the STN in PD, supporting the precentral gyrus as a target for treatment such as the repetitive transcranial magnetic stimulation.														yes	wrong outcome (analysis)		#NAAM?					
Zang, ZX and Song, TB and Li, JP and Yan, SZ and Nie, BB and Mei, SS and Ma, J and Yang, Y and Shan, BC and Zhang, YQ and Lu, J and Zang, Zhenxiang and Song, Tianbin and Li, Jiping and Yan, Shaozhen and Nie, Binbin and Mei, Shanshan and Ma, Jie and Yang, Yu and Shan, Baoci and Zhang, Yuqing and Lu, Jie	Modulation effect of substantia nigra iron deposition and functional connectivity on putamen glucose metabolism in Parkinson's disease	HUMAN BRAIN MAPPING	Neurodegeneration of the substantia nigra affects putamen activity in Parkinson's disease (PD), yet in vivo evidence of how the substantia nigra modulates putamen glucose metabolism in humans is missing. We aimed to investigate how substantia nigra modulates the putamen glucose metabolism using a cross-sectional design. Resting-state fMRI, susceptibility-weighted imaging, and [F-18]-fluorodeoxyglucose-PET (FDG-PET) data were acquired. Forty-two PD patients and 25 healthy controls (HCs) were recruited for simultaneous PET/MRI scanning. The main measurements of the current study were R-2(*) images representing iron deposition (28 PD and 25 HCs), standardized uptake value ratio (SUVr) images representing FDG-uptake (33 PD and 25 HCs), and resting state functional connectivity maps from resting state fMRI (34 PD and 25 HCs). An interaction term based on the general linear model was used to investigate the joint modulation effect of nigral iron deposition and nigral-putamen functional connectivity on putamen FDG-uptake. Compared with HCs, we found increased iron deposition in the substantia nigra (p = .007), increased FDG-uptake in the putamen (left: P-FWE < 0.001; right: P-FWE < 0.001), and decreased functional connectivity between the substantia nigra and the anterior putamen (left P-FWE < 0.001, right: P-FWE = 0.007). We then identified significant interaction effect of nigral iron deposition and nigral-putamen connectivity on FDG-uptake in the putamen (p = .004). The current study demonstrated joint modulation effect of the substantia nigra iron deposition and nigral-putamen functional connectivity on putamen glucose metabolic distribution, thereby revealing in vivo pathological mechanism of nigrostriatal neurodegeneration of PD.														yes	missing information		"- incomplete analysis - no network constructed, instead:  - ""We then averaged the coherence outputs between 0.01 and 0.1 Hz band and considered the averaged coherence as the FC between the bilateral substantia nigra and other voxels."""					
Zhang, C and Cai, HH and Xu, XT and Li, Q and Li, XY and Zhao, WM and Qian, YF and Zhu, JJ and Yu, YQ and Zhang, Cun and Cai, Huanhuan and Xu, Xiaotao and Li, Qian and Li, Xueying and Zhao, Wenming and Qian, Yinfeng and Zhu, Jiajia and Yu, Yongqiang	Genetic Architecture Underlying Differential Resting-state Functional Connectivity of Subregions Within the Human Visual Cortex	CEREBRAL CORTEX	The human visual cortex is a heterogeneous entity that has multiple subregions showing substantial variability in their functions and connections. We aimed to identify genes associated with resting-state functional connectivity (rsFC) of visual subregions using transcriptome-neuroimaging spatial correlations in discovery and validation datasets. Results showed that rsFC of eight visual subregions were associated with expression measures of eight gene sets, which were specifically expressed in brain tissue and showed the strongest correlations with visual behavioral processes. Moreover, there was a significant divergence in these gene sets and their functional features between medial and lateral visual subregions. Relative to those associated with lateral subregions, more genes associated with medial subregions were found to be enriched for neuropsychiatric diseases and more diverse biological functions and pathways, and to be specifically expressed in multiple types of neurons and immune cells and during the middle and late stages of cortical development. In addition to shared behavioral processes, lateral subregion associated genes were uniquely correlated with high-order cognition. These findings of commonalities and differences in the identified rsFC-related genes and their functional features across visual subregions may improve our understanding of the functional heterogeneity of the visual cortex from the perspective of underlying genetic architecture.														yes	wrong outcome (analysis)		#NAAM?					
Weber, S and Heim, S and Richiardi, J and Van de Ville, D and Serranova, T and Jech, R and Marapin, RS and Tijssen, MAJ and Aybek, S and Weber, Samantha and Heim, Salome and Richiardi, Jonas and Van De Ville, Dimitri and Serranova, Tereza and Jech, Robert and Marapin, Ramesh S. and Tijssen, Marina A. J. and Aybek, Selma	Multi-centre classification of functional neurological disorders based on resting-state functional connectivity	NEUROIMAGE-CLINICAL	"Background: Patients suffering from functional neurological disorder (FND) experience disabling neurological symptoms not caused by an underlying classical neurological disease (such as stroke or multiple sclerosis). The diagnosis is made based on reliable positive clinical signs, but clinicians often require additional time-and cost consuming medical tests and examinations. Resting-state functional connectivity (RS FC) showed its potential as an imaging-based adjunctive biomarker to help distinguish patients from healthy controls and could represent a ""rule-in"" procedure to assist in the diagnostic process. However, the use of RS FC depends on its applicability in a multi-centre setting, which is particularly susceptible to inter-scanner variability. The aim of this study was to test the robustness of a classification approach based on RS FC in a multi-centre setting.Methods: This study aimed to distinguish 86 FND patients from 86 healthy controls acquired in four different centres using a multivariate machine learning approach based on whole-brain resting-state functional connectivity. First, previously published results were replicated in each centre individually (intra-centre cross validation) and its robustness across inter-scanner variability was assessed by pooling all the data (pooled cross-validation). Second, we evaluated the generalizability of the method by using data from each centre once as a test set, and the data from the remaining centres as a training set (inter-centre cross-validation).Results: FND patients were successfully distinguished from healthy controls in the replication step (accuracy of 74%) as well as in each individual additional centre (accuracies of 73%, 71% and 70%). The pooled cross validation confirmed that the classifier was robust with an accuracy of 72%. The results survived post-hoc adjustment for anxiety, depression, psychotropic medication intake, and symptom severity. The most discriminant features involved the angular-and supramarginal gyri, sensorimotor cortex, cingular-and insular cortex, and hippocampal regions. The inter-centre validation step did not exceed chance level (accuracy below 50%).Conclusions: The results demonstrate the applicability of RS FC to correctly distinguish FND patients from healthy controls in different centres and its robustness against inter-scanner variability. In order to generalize its use across different centres and aim for clinical application, future studies should work towards optimization of acquisition parameters and include neurological and psychiatric control groups presenting with similar symptoms."	172	86	86	NA	88	NA	correlation	individual	not specified	yes	Multiple	Multiple	before: scan related (motion), physiological (nuisance covariate regression, bandpass filtering)  after: clinical/psychological (symptom severity, comorbidities, medication use), other (site)	no			#NAAM?					
